0,-0.106185913,-0.179696321,0
0.000998259,-0.186776876,-0.018999815,0
0.002995968,-0.106401443,-0.099710703,0
0.003998756,-0.026041508,-0.019175529,0
0.004998446,0.054067612,-0.0191679,0
0.005999565,0.053930998,-0.019160986,0
0.006997585,0.13454628,0.061461687,0
0.007998228,0.053760529,-0.019010067,0
0.008996725,-0.107539892,0.061573982,0
0.010997772,-0.027022362,-0.018634319,0
0.011995077,-0.349337816,0.142592192,0
0.012996912,0.05398035,0.142885208,0
0.01399827,0.215379477,0.062532425,0
0.014999866,-0.02638936,-0.179278374,0
0.015996456,-0.02645874,-0.017954826,0
0.016996861,-0.107194901,-0.179047346,0
0.017995596,0.054171324,-0.017925501,0
0.01900053,0.054168701,-0.017773867,0
0.02000165,0.054433346,0.143770218,0
0.02099514,0.054730177,-0.017003298,0
0.022998333,0.135290146,-0.339284182,0
0.023998499,-0.106414795,-0.016933203,0
0.024995089,-0.026138306,0.062964201,0
0.025995493,0.05420661,-0.017363548,0
0.026996136,-0.025743723,0.143927097,0
0.028000593,0.055300951,-0.177718163,0
0.029016495,-0.025173903,0.144590616,0
0.030015945,-0.025333881,-0.016690731,0
0.03201437,0.216271639,-0.097615957,0
0.033025503,-0.025803328,0.06330061,0
0.034024,0.054941893,0.063487768,0
0.035021305,-0.025298595,-0.016810894,0
0.036001444,-0.105908632,-0.016344786,0
0.037001371,-0.105917454,-0.016504288,0
0.038992405,-0.025544405,-0.016762972,0
0.039993048,0.054747105,-0.016578913,0
0.040992498,0.054474115,-0.01669693,0
0.041994572,0.054368973,0.063902617,0
0.042994022,-0.026050568,-0.016208172,0
0.043992519,-0.025603771,-0.015966892,0
0.044993162,0.055172443,-0.096534491,0
0.045994282,-0.106034279,-0.096153021,0
0.046993971,-0.10649395,-0.338075638,0
0.047991991,-0.026216507,-0.016082287,0
0.048992872,0.054547071,0.064473867,0
0.050994396,0.296190977,0.065077305,0
0.051994324,-0.025777578,-0.015361547,0
0.052997351,0.376813173,-0.176950932,0
0.053994179,-0.026375532,-0.016281843,0
0.054992437,-0.026846886,0.064014673,0
0.055996418,0.05361867,0.063716173,0
0.056993723,-0.026930094,-0.016443491,0
0.058992863,0.134337187,0.064466715,0
0.059994698,-0.026662588,0.064456463,0
0.060994148,0.053752422,-0.096938133,0
0.061993361,-0.107447624,0.064074993,0
0.062994719,0.053467274,0.063794851,0
0.063993216,-0.107547283,0.144344091,0
0.064994335,0.13445425,0.144889832,0
0.065998077,-0.348962307,-0.016362906,0
0.066998482,-0.026764631,0.144449234,0
0.067996025,-0.107834339,0.06348443,0
0.069005251,-0.027399063,-0.420208931,0
0.070001841,-0.027747631,-0.017239809,0
0.072009802,-0.188909531,0.143889427,0
0.073009253,-0.027687788,0.063921452,0
0.074012041,-0.349664211,0.144922972,0
0.075011492,0.053287745,-0.016159058,0
0.07600832,0.053189278,-0.016269207,0
0.077009678,-0.027323961,0.064086437,0
0.078008652,-0.027069569,0.063826561,0
0.079012156,0.053230524,0.386376858,0
0.080010891,-0.107766151,-0.016373158,0
0.081009865,-0.027398348,-0.257920504,0
0.083112478,-0.349927664,-0.016471863,0
0.084101915,-0.027690887,-0.01643014,0
0.085088491,0.052829981,-0.016376972,0
0.086215734,-0.027714491,-0.016364813,0
0.087300777,-0.027458429,0.225677013,0
0.088286161,0.05351305,-0.016093493,0
0.089293957,0.053347111,-0.016214371,0
0.091305971,-0.34980011,-0.016615391,0
0.092293739,0.052515984,0.063531399,0
0.093304634,0.052404642,-0.017592669,0
0.094303846,-0.028588057,-0.17846489,0
0.095288277,0.213304043,-0.016994238,0
0.096307278,-0.028604746,-0.09747529,0
